1, 152, 102, 103
  2, 227, 226,  29
  3, 173, 172,  42
  4, 256, 163, 247
  5, 185,  64, 184
  6, 188, 182,  69
  7, 240, 101, 102
  8, 419, 325, 243
  9, 216,  97, 195
 10, 177,  19, 176
 11, 214,  94, 196
 12, 361, 293, 359
 13, 212,  91, 197
 14, 211,  89,  90
 15, 311, 225, 303
 16, 218,  86,  87
 17, 208,  83,  84
 18, 287, 284, 206
 19, 206,  80,  81
 20, 379, 375, 300
 21, 204,  77,  78
 22, 203,  76, 202
 23, 147, 145,  36
 24, 318, 235, 317
 25, 189,  71, 181
 26, 182, 179,  68
 27, 173,  42,  43
 28, 173,  43, 163
 29, 192,  67, 179
 30, 275, 192, 274
 31, 164, 163,  44
 32, 248, 247, 164
 33, 165,  46, 161
 34, 184,  65, 183
 35, 193,  63, 185
 36, 166, 161,  47
 37, 276, 193, 273
 38, 330, 241, 153
 39, 154, 153,  57
 40, 263, 187, 186
 41, 423, 330, 154
 42, 168, 167,  49
 43, 169,  51,  52
 44,  51,   6,  52
 45, 169, 168,  50
 46, 462, 343, 169
 47, 242,  55, 157
 48, 157,  56, 153
 49, 154,  57,  58
 50, 154,  58,  59
 51,  59,  58,   7
 52, 149,  41, 146
 53, 189, 188,  70
 54, 235, 234, 148
 55, 150,  39, 148
 56, 150,  38,  39
 57, 319, 234, 318
 58, 381, 376, 271
 59, 238, 147, 233
 60, 232,   4, 145
 61, 280, 277, 203
 62, 231, 229,   3
 63, 204, 202,  77
 64, 205,  79, 201
 65, 229, 221,  34
 66, 305, 304, 222
 67, 206, 201,  80
 68, 207,  82, 200
 69, 467, 440, 466
 70, 227,  30, 223
 71, 208, 200,  83
 72, 209,  85, 199
 73, 226, 224,  28
 74, 301, 289, 199
 75, 210,  87,  88
 76, 210,  88, 198
 77, 392, 311, 389
 78, 228,  24,  25
 79, 211, 198,  89
 80, 393, 306, 392
 81, 174,  23, 160
 82, 362, 294, 361
 83, 213, 197,  92
 84, 258, 175, 250
 85, 176,  20, 162
 86, 176,  19,  20
 87, 215, 196,  95
 88, 421, 363, 282
 89, 260, 177, 254
 90, 421, 297, 244
 91, 217,  99, 194
 92, 240, 194, 100
 93, 101, 100,   8
 94, 158, 103, 104
 95, 329, 243, 155
 96, 155, 105, 106
 97, 156, 106, 107
 98, 156, 155, 106
 99, 156, 107,  14
100, 107,   1,  14
101, 145,   4,  36
102, 147,  36,  37
103, 146,  41,   5
104, 172,   5,  42
105, 151,  37,  38
106, 191,  74, 180
107, 148,  39,  40
108, 149, 148,  40
109, 149,  40,  41
110, 237, 235, 149
111, 191,  73,  74
112, 151,  38, 150
113, 190, 181,  72
114, 151, 147,  37
115, 246, 159, 243
116, 217, 195,  98
117, 167, 166,  48
118, 153,  56,  57
119, 423,  59,  60
120, 187,  61, 186
121, 159, 105, 155
122, 424, 170, 329
123, 424,  14,  15
124, 170,  15,  16
125, 339, 337, 249
126, 157,  55,  56
127, 158, 152, 103
128, 159, 158, 104
129, 159, 104, 105
130, 424, 329, 156
131, 160,  23,   2
132, 230,   2,  24
133, 161,  46,  47
134, 166,  47,  48
135, 162,  20,  21
136, 175,  21,  22
137, 163,  43,  44
138, 164,  44,  45
139, 165, 164,  45
140, 253, 248, 165
141, 165,  45,  46
142, 360, 346, 265
143, 167,  48,  49
144, 273, 185, 267
145, 168,  49,  50
146, 365, 276, 348
147, 169,  50,  51
148, 420, 343, 324
149, 462,  52,  53
150, 245,  54, 242
151, 178,  16,  17
152, 246, 244, 158
153, 171,  17,  18
154, 177,  18,  19
155, 328, 321, 239
156, 172, 146,   5
157, 192, 183,  66
158, 261, 173, 256
159, 174,  22,  23
160, 262, 250, 174
161, 175, 162,  21
162, 175,  22, 174
163, 450, 438, 410
164, 358, 296, 357
165, 335, 254, 334
166, 177, 171,  18
167, 178, 170,  16
168, 178,  17, 171
169, 179,  67,  68
170, 182,  68,  69
171, 180,  74,  75
172, 203,  75,  76
173, 181,  71,  72
174, 190,  72,  73
175, 188,  69,  70
176, 239, 237, 146
177, 183,  65,  66
178, 192,  66,  67
179, 455, 412, 446
180, 184,  64,  65
181, 255, 166, 249
182, 185,  63,  64
183, 186,  61,  62
184, 193, 186,  62
185, 423, 187, 330
186, 187,  60,  61
187, 189,  70,  71
188, 321, 317, 237
189, 269, 181, 264
190, 270, 189, 269
191, 191, 190,  73
192, 236, 150, 234
193, 452, 401, 433
194, 397, 396, 316
195, 422, 331, 412
196, 274, 179, 266
197, 193,  62,  63
198, 255, 253, 161
199, 194,  99, 100
200, 240, 100, 101
201, 195,  97,  98
202, 217,  98,  99
203, 196,  94,  95
204, 215,  95,  96
205, 197,  91,  92
206, 213,  92,  93
207, 228,  25, 219
208, 198,  88,  89
209, 301, 218, 279
210, 199,  85,  86
211, 223,  31, 220
212, 200,  82,  83
213, 313, 305, 221
214, 201,  79,  80
215, 232, 231,  35
216, 202,  76,  77
217, 375, 280, 300
218, 203, 180,  75
219, 205, 204,  78
220, 315, 313, 229
221, 205,  78,  79
222, 286, 201, 284
223, 207, 206,  81
224, 287, 207, 281
225, 207,  81,  82
226, 307, 220, 304
227, 209, 208,  84
228, 391, 310, 388
229, 209,  84,  85
230, 289, 288, 209
231, 290, 279, 210
232, 352, 279, 350
233, 212,  90,  91
234, 212, 211,  90
235, 369, 278, 362
236, 292, 212, 291
237, 214,  93,  94
238, 214, 213,  93
239, 359, 283, 358
240, 341, 250, 323
241, 216,  96,  97
242, 216, 215,  96
243, 295, 195, 282
244, 457, 363, 407
245, 297, 240, 152
246, 244, 152, 158
247, 218, 199,  86
248, 218,  87, 210
249, 219,  25,  26
250, 225,  26,  27
251, 220,  31,  32
252, 222,  32,  33
253, 221,  33,  34
254, 229,  34,   3
255, 222, 220,  32
256, 222,  33, 221
257, 353, 288, 351
258, 223,  30,  31
259, 224,  27,  28
260, 226,  28,  29
261, 225, 219,  26
262, 225,  27, 224
263, 227,  29,  30
264, 390, 387, 309
265, 310, 308, 227
266, 310, 223, 307
267, 292, 211, 212
268, 230,  24, 228
269, 231,   3,  35
270, 380, 286, 378
271, 312, 228, 306
272, 230, 160,   2
273, 232,  35,   4
274, 300, 204, 285
275, 314, 145, 238
276, 395, 232, 314
277, 233, 147, 151
278, 236, 151, 150
279, 234, 150, 148
280, 235, 148, 149
281, 237, 149, 146
